d83e7015d04c886c66a57506301ac1da25aed984,MODIFY,regular-file,Dockerfile.backend,141,1
143ac27fb870b8ab47f7892c163d30e50afe3e31,MODIFY,regular-file,Todo.md,2592,4
cdb85dc47e02df682fe35631817594115390db3b,MODIFY,regular-file,docker-compose.yml,1051,1;32
af1662f0f1ac0ea71f895135d2aff64a3dbf599c,MODIFY,regular-file,nginx/Dockerfile.nginx,311,1
384dbee730a06e86040d440521641e2343240a2e,MODIFY,regular-file,nginx/nginx.conf,1641,13-16
4baab7e8135562ef3f90139b803e1eb0dbb2ecb6,MODIFY,regular-file,smoking_map_frontend/Dockerfile.frontend,807,1
